feedback_id,created_at,author_type,channel,n_tokens,exclusion_reason,text_redacted,pii_types,category,confidence
F00752,2025-09-13,customer,review,19,,"got one text and then silence, no idea if i have a tradesperson or not would appreciate a reply",,needs_review,0.45307235625982617
F00753,2025-11-11,customer,support,18,,"FYI Really thorough, explained the whole job clearly and finished ahead of time! Second time this has happened",,workmanship_quality,0.8797416992261463
F00754,2026-01-27,provider,support,19,,"Honestly, Top up went through on my card but the balance didn't change Been using the site since October",,credits_refund,0.7666112305434335
F00755,2025-11-06,provider,review,15,,So Uploaded a new profile photo and it shows sideways I live near [POSTCODE],POSTCODE,app_bug,0.7230295558376016
F00756,2025-09-28,provider,review,21,,"Quick one: Lead was from Z04 which I don't even cover, why was it sent to me email me at [EMAIL]",EMAIL,lead_quality,0.8935218320491694
F00757,2026-02-03,provider,support,10,,FYI Notifications arrive hours late so I miss leads Cheers,,provider_no_show,0.8452993734526543
F00758,2026-01-26,customer,support,17,,"Hi, Explains things in a way that actually makes sense, worth every penny This was in Z03",,workmanship_quality,0.9003333201753685
F00759,2026-02-10,customer,support,14,,Quick one: Rates changed after the first day of work without warning Otherwise fine,,price_dispute,0.9096967841792283
F00760,2025-12-09,provider,support,16,,"Hi, Rates changed after the first day of work without warning my number is [PHONE]",PHONE,price_dispute,0.8783673967544612
F00761,2025-09-12,provider,review,16,,"the customer was actually two counties away, the address must have been typed wrong otherwise fine",,lead_quality,0.7476750973831784
F00762,2026-01-02,customer,review,19,,"feedback: still waiting for someone to call me back, it's been 11 days otherwise fine email me at [EMAIL]",EMAIL,provider_communication,0.5588658912918368
F00763,2025-12-08,provider,survey,17,,"Can't update my coverage zones, the save button is greyed out Been using the site since November",,app_bug,0.8783508773512583
F00764,2025-11-21,customer,review,22,,Feedback: Turned up 25 minutes into a one hour slot and still charged the full hour Been using the site since December,,price_dispute,0.7830499982230823
F00765,2025-09-26,customer,review,11,,"Hi, Cancelled on me twice last minute, really unreliable Not impressed",,provider_no_show,0.9083652126456337
F00766,2026-02-07,provider,survey,16,,"just to say requested a refund for a dead lead 2 weeks ago, still nothing cheers",,needs_review,0.45388488715519837
F00767,2026-01-08,provider,review,17,,"Update - Got one text and then silence, no idea if I have a tradesperson or not",,provider_communication,0.5313107859947076
F00768,2025-09-30,customer,survey,17,,Asked for cash up front for the full job then said the rate had gone up Thanks,,price_dispute,0.7015884021771998
F00769,2026-02-25,provider,support,17,,"not happy. my balance went down by 2 and i didn't buy anything, what happened not impressed",,app_bug,0.5002390519674993
F00770,2025-09-09,provider,survey,15,,"so same customer sent to me twice, charged twice been using the site since january",,price_dispute,0.7364327263912155
F00771,2026-01-21,customer,review,17,,"fyi explains things in a way that actually makes sense, worth every penny please sort it out",,workmanship_quality,0.9133170365634694
F00772,2025-09-15,customer,review,12,,paid for the lead apparently but i never heard from anyone cheers,,provider_communication,0.9656015053192379
F00773,2025-11-23,provider,survey,17,,"FYI Can't update my coverage zones, the save button is greyed out Second time this has happened",,app_bug,0.955045865947137
F00775,2025-12-15,provider,support,9,,"honestly, notifications arrive hours late so i miss leads",,provider_no_show,0.701589942579688
F00776,2025-11-01,customer,survey,15,,quoted one price then asked for more once the work started would appreciate a reply,,price_dispute,0.9085202135344718
F00777,2025-10-21,provider,review,13,,"Customer never answered, wasted credits again Not impressed my number is [PHONE]",PHONE,lead_quality,0.8373922306150361
F00778,2026-02-22,customer,support,17,,"filled in my details twice and heard nothing, is this site even active please sort it out",,needs_review,0.445868820229192
F00779,2026-02-09,provider,review,17,,Update - The availability calendar doesn't keep my changes after I close it email me at [EMAIL],EMAIL,app_bug,0.8008118446200674
F00780,2025-10-02,provider,support,24,,Not happy. The multi-day discount on the profile turned out not to exist Been using the site since November my number is [PHONE],PHONE,app_bug,0.5643160204682356
F00781,2025-11-16,provider,survey,13,,not happy. the app crashes every time i open the leads tab cheers,,app_bug,0.9358180557953639
F00782,2026-01-16,customer,review,19,,"honestly, still waiting for someone to call me back, it's been 14 days been using the site since january",,provider_communication,0.6395725802714769
F00784,2026-02-21,customer,support,11,,paid for the lead apparently but i never heard from anyone,,provider_communication,0.9685309460719698
F00785,2025-11-21,provider,review,18,,"Not happy. Can't update my coverage zones, the save button is greyed out Second time this has happened",,app_bug,0.976396292881625
F00786,2025-11-19,provider,survey,17,,Just to say Uploaded a new profile photo and it shows sideways Second time this has happened,,app_bug,0.8829813586147525
F00788,2026-02-10,customer,review,14,,"Feedback: Snapped at me when I asked a question, made the whole thing uncomfortable",,workmanship_quality,0.5352411059547869
F00789,2026-02-08,customer,review,12,,FYI Nobody got in touch after I filled in the form Cheers,,provider_communication,0.9369382269385788
F00790,2025-09-17,customer,survey,13,,So Provider bought my lead but never contacted me This was in Z01,,provider_communication,0.8807752526376577
F00791,2026-01-08,provider,support,17,,"Hi, Credits not refunded after the customer cancelled, support not replying Been using the site since November",,credits_refund,0.8921887193807493
F00792,2026-01-06,customer,review,18,,FYI Nice enough but I didn't feel much had been done after ten hours This was in Z12,,workmanship_quality,0.7383278067388137
F00794,2025-09-07,customer,review,17,,"Just to say Two appointments in a row moved at the last minute, I've lost a week",,app_bug,0.6487755096101147
F00795,2026-01-19,customer,support,25,,"Hi, Turned up 25 minutes into a one hour slot and still charged the full hour Second time this has happened email me at [EMAIL]",EMAIL,price_dispute,0.7296539031274754
F00796,2025-11-09,customer,review,12,,Nobody got in touch after I filled in the form Not impressed,,provider_communication,0.9379487198389254
F00797,2025-11-25,customer,review,10,,"Honestly, Felt rushed, didn't finish the sealing properly before leaving",,workmanship_quality,0.8740577478791116
F00798,2025-10-13,provider,support,16,,"Feedback: Was promised my money back for the fake enquiry, 4 days later still waiting Cheers",,provider_no_show,0.8060880800998209
F00799,2025-09-09,customer,support,13,,"Update - Was late again by half an hour, third time this month",,provider_no_show,0.9412655299349313
F00801,2026-01-05,provider,survey,14,,"Honestly, Bought 10 leads this month and only one picked up the phone Cheers",,lead_quality,0.9111645078045154
F00802,2025-11-12,provider,review,19,,"FYI No dust sheets, no mask, debris left all over a room with a baby in it Not impressed",,safety_issue,0.9463289927567582
F00803,2025-12-08,provider,support,11,,paid for a lead and the customer's number was disconnected cheers,,lead_quality,0.9296901326473599
F00804,2025-10-12,customer,support,17,,"Left me waiting at the property in Z18 all morning, no message nothing This was in Z18",,provider_no_show,0.5820326404735566
F00806,2026-02-15,customer,review,13,,Update - He simply didn't show up on Saturday and went quiet afterwards,,provider_no_show,0.5617717904657245
F00808,2025-10-30,customer,support,17,,FYI The multi-day discount on the profile turned out not to exist Second time this has happened,,app_bug,0.6614337686341164
F00810,2025-10-12,customer,support,17,,"Hi, Still waiting for someone to call me back, it's been 9 days Please sort it out",,provider_communication,0.5271054999938908
F00811,2026-01-05,provider,review,29,,"just to say got one text and then silence, no idea if i have a tradesperson or not been using the site since september I live near [POSTCODE]",POSTCODE,provider_communication,0.5786315092042897
F00812,2026-01-27,provider,review,17,,"fyi was promised my money back for the fake enquiry, 6 days later still waiting not impressed",,provider_no_show,0.8344764314504907
F00814,2025-11-29,customer,survey,18,,so the multi-day discount on the profile turned out not to exist otherwise fine email me at [EMAIL],EMAIL,needs_review,0.36830524322658276
F00815,2025-11-26,customer,support,20,,"not happy. the ladder he used was visibly damaged, i mentioned it and got shrugged at this was in z12",,safety_issue,0.8867223420225403
F00816,2025-11-05,provider,survey,16,,"update - credits not refunded after the customer cancelled, support not replying this was in z12",,credits_refund,0.8991987084833167
F00817,2025-11-25,customer,review,16,,Rates changed after the first day of work without warning Thanks I live near [POSTCODE],POSTCODE,price_dispute,0.880225106548276
F00818,2025-12-27,customer,support,18,,"Feedback: Booked a morning slot, waited 40 minutes, nobody came. No explanation Thanks my number is [PHONE]",PHONE,provider_no_show,0.8817779059074795
F00819,2026-01-09,customer,survey,23,,"Quick one: Got one text and then silence, no idea if I have a tradesperson or not Been using the site since September",,provider_communication,0.5732032376027592
F00820,2026-01-15,provider,review,18,,Bought 7 leads this month and only one picked up the phone Been using the site since November,,lead_quality,0.8942266074916649
F00822,2026-01-27,customer,review,18,,Just to say Turned up 25 minutes into a one hour slot and still charged the full hour,,price_dispute,0.7436270692287092
F00823,2025-09-22,customer,support,15,,"Feedback: Was told £34 an hour, invoice came in at £48, no explanation Not impressed",,price_dispute,0.8853697262945811
F00825,2025-10-02,provider,review,20,,The multi-day discount on the profile turned out not to exist This was in Z25 I live near [POSTCODE],POSTCODE,needs_review,0.34233669697878405
F00826,2026-02-28,provider,support,17,,"Hi, Getting enquiries from people who want work in three months, not now Please sort it out",,needs_review,0.42490655497490676
F00827,2025-09-17,customer,review,13,,just to say nobody got in touch after i filled in the form,,provider_communication,0.9457769339104762
F00828,2025-09-06,provider,review,10,,"FYI Charged for a lead I never accepted, please refund",,credits_refund,0.9615598009149949
F00829,2025-11-23,customer,support,21,,"Honestly, Asked for cash up front for the full job then said the rate had gone up Please sort it out",,price_dispute,0.7041395699931623
F00830,2025-11-27,customer,support,11,,"Just to say Sent three messages, no reply for a week",,provider_communication,0.9544542376414205
F00831,2026-02-12,provider,support,14,,Top up went through on my card but the balance didn't change Not impressed,,credits_refund,0.8316017415726471
F00832,2026-02-06,provider,support,13,,Update - The app crashes every time I open the leads tab Thanks,,app_bug,0.889224718776471
F00833,2025-09-09,provider,review,17,,"Feedback: Login loop on Android, keeps sending me back to the start screen Would appreciate a reply",,app_bug,0.8999177313126716
F00835,2026-02-01,provider,review,11,,"Credits not refunded after the customer cancelled, support not replying Thanks",,credits_refund,0.932305297074635
F00836,2026-01-14,provider,review,14,,"just to say customer never answered, wasted credits again second time this has happened",,lead_quality,0.796801203925072
F00837,2025-12-17,customer,support,17,,"Spent most of the visit on his phone, barely explained anything Been using the site since November",,workmanship_quality,0.9115831840007698
F00838,2025-11-09,provider,review,13,,third enquiry this week where the person says they never filled anything in,,lead_quality,0.6275055442411033
F00839,2025-09-25,customer,support,23,,"not happy. two appointments in a row moved at the last minute, i've lost a week otherwise fine I live near [POSTCODE]",POSTCODE,app_bug,0.6596019695532075
F00840,2025-09-03,customer,survey,21,,"Hi, Kept coming back for the same fault each week, no real progress at all Been using the site since November",,workmanship_quality,0.880684509217988
F00842,2025-10-27,customer,review,14,,Not happy. He simply didn't show up on Saturday and went quiet afterwards Cheers,,needs_review,0.4421854608907126
F00843,2025-09-03,customer,survey,14,,"just to say great tradesperson, tidy and methodical, highly recommend this was in z05",,workmanship_quality,0.8622744704960805
F00844,2025-12-17,provider,review,19,,"just to say charged for a lead i never accepted, please refund not impressed my number is [PHONE]",PHONE,credits_refund,0.9360690329343032
F00845,2025-11-15,customer,review,15,,Update - Provider [NAME] didn't turn up for the first visit and never called [NAME],NAME,provider_no_show,0.877811916744134
F00846,2025-12-08,customer,support,10,,"lovely clean job, everything tested and certified before he left",,safety_issue,0.9414660706703117
F00848,2026-01-04,customer,support,12,,"Honestly, Was late again by half an hour, third time this month",,provider_no_show,0.9383828373544798
F00851,2025-12-27,provider,support,16,,"just to say spent most of the visit on his phone, barely explained anything not impressed",,workmanship_quality,0.8775635328256476
F00852,2025-12-04,customer,review,16,,"Still waiting for someone to call me back, it's been 14 days Please sort it out",,provider_communication,0.5255411330395109
F00854,2025-10-06,provider,survey,23,,"No dust sheets, no mask, debris left all over a room with a baby in it Not impressed my number is [PHONE]",PHONE,safety_issue,0.9308022619305092
F00855,2026-02-17,provider,review,17,,"honestly, login loop on android, keeps sending me back to the start screen this was in z08",,app_bug,0.7535015297811715
F00857,2025-11-09,customer,review,18,,"Quick one: Brilliant at talking me through the options, I was dreading this and it was painless Cheers",,app_bug,0.5010206855707278
F00858,2025-09-26,customer,survey,17,,Update - The multi-day discount on the profile turned out not to exist This was in Z07,,needs_review,0.36950511040004913
F00859,2026-01-30,customer,support,16,,Price on the profile said £33 but he charged £48 per hour email me at [EMAIL],EMAIL,price_dispute,0.9011089168558072
F00860,2025-10-14,provider,support,24,,"not happy. was promised my money back for the fake enquiry, 10 days later still waiting please sort it out email me at [EMAIL]",EMAIL,provider_no_show,0.592853446310715
F00861,2026-01-20,customer,support,17,,"Just to say Expensive compared to what was advertised, felt misled Been using the site since September",,needs_review,0.40188963191848465
F00862,2025-09-30,customer,survey,19,,"feedback: kept coming back for the same fault each week, no real progress at all please sort it out",,workmanship_quality,0.8918465872691598
F00863,2025-11-06,provider,survey,17,,"Login loop on Android, keeps sending me back to the start screen Second time this has happened",,app_bug,0.9197583371115672
F00864,2025-12-11,customer,support,20,,"Not happy. Kept coming back for the same fault each week, no real progress at all Please sort it out",,workmanship_quality,0.855862628773858
F00865,2025-10-22,provider,survey,19,,FYI Bought 3 leads this month and only one picked up the phone Been using the site since January,,lead_quality,0.8935444812683285
F00866,2026-01-16,provider,review,20,,"hi, someone wanting an installation sent to me, i only do repairs, that's on you I live near [POSTCODE]",POSTCODE,lead_quality,0.9041526299694016
F00868,2026-01-25,customer,support,17,,"Quick one: Snapped at me when I asked a question, made the whole thing uncomfortable Not impressed",,app_bug,0.6001334200373766
F00869,2025-12-17,provider,review,20,,"The customer was actually two counties away, the address must have been typed wrong Cheers I live near [POSTCODE]",POSTCODE,lead_quality,0.69592682813021
F00870,2025-11-07,customer,review,13,,FYI Paid for the lead apparently but I never heard from anyone Thanks,,provider_communication,0.9382817861400694
F00871,2026-02-07,customer,review,19,,"So Snapped at me when I asked a question, made the whole thing uncomfortable Second time this has happened",,app_bug,0.6462595381128424
F00872,2025-09-02,customer,review,14,,"Not happy. Expensive compared to what was advertised, felt misled Please sort it out",,app_bug,0.519725519386315
F00874,2026-02-21,provider,support,15,,"Not happy. Sent three messages, no reply for a week Second time this has happened",,provider_communication,0.8496356829738798
F00875,2025-12-28,customer,survey,15,,"So Isolation switch didn't seem to work properly, felt unsafe Second time this has happened",,safety_issue,0.8675097283520816
F00876,2025-12-03,customer,review,16,,"Just to say Was late again by half an hour, third time this month Otherwise fine",,provider_no_show,0.8483497758687181
F00877,2025-10-25,customer,review,22,,quick one: nice enough but i didn't feel much had been done after ten hours otherwise fine my number is [PHONE],PHONE,workmanship_quality,0.6678711669801073
F00878,2026-02-13,customer,support,23,,"Just to say Got one text and then silence, no idea if I have a tradesperson or not Second time this has happened",,needs_review,0.4235645951668209
F00879,2025-09-17,customer,support,17,,"hi, kept coming back for the same fault each week, no real progress at all not impressed",,workmanship_quality,0.8863286984685601
F00880,2026-01-16,customer,support,17,,So Turned up 25 minutes into a one hour slot and still charged the full hour Thanks,,price_dispute,0.7087417819345011
F00882,2025-11-07,provider,support,16,,"Can't update my coverage zones, the save button is greyed out Cheers email me at [EMAIL]",EMAIL,app_bug,0.8963863477259548
F00883,2025-10-19,customer,review,17,,"Left me waiting at the property in Z04 all morning, no message nothing This was in Z04",,provider_no_show,0.6335417939309749
F00884,2025-12-28,customer,review,20,,"quick one: really thorough, explained the whole job clearly and finished ahead of time! been using the site since october",,workmanship_quality,0.888375295513836
F00885,2026-02-19,customer,survey,13,,"Not happy. Great tradesperson, tidy and methodical, highly recommend Please sort it out",,workmanship_quality,0.8573465999562553
F00886,2025-12-02,customer,survey,20,,"just to say brilliant at talking me through the options, i was dreading this and it was painless not impressed",,app_bug,0.5128565001373091
F00887,2025-10-05,provider,review,17,,Feedback: Paid for the lead apparently but I never heard from anyone Second time this has happened,,provider_communication,0.9090047578661007
F00889,2026-01-25,customer,support,16,,Update - Nobody got in touch after I filled in the form Please sort it out,,provider_communication,0.9173463354931021
F00890,2025-09-24,provider,survey,18,,Provider [NAME] didn't turn up for the first visit and never called [NAME] using the site since October,NAME,provider_no_show,0.8525183471201075
F00891,2025-12-13,customer,review,11,,"Spent most of the visit on his phone, barely explained anything",,workmanship_quality,0.9440154709706285
F00892,2026-01-29,provider,review,17,,"Just to say Hidden fees for materials and disposal, not mentioned before Second time this has happened",,price_dispute,0.8009799007883246
F00893,2025-12-28,provider,support,22,,fyi bought 7 leads this month and only one picked up the phone please sort it out my number is [PHONE],PHONE,lead_quality,0.885287661817303
F00894,2025-11-25,customer,review,15,,The multi-day discount on the profile turned out not to exist Please sort it out,,needs_review,0.43503968992237785
F00895,2025-09-07,customer,support,13,,"hi, price on the profile said £35 but he charged £48 per hour",,price_dispute,0.9400699005119505
F00896,2025-10-18,customer,survey,21,,"Hi, Brilliant at talking me through the options, I was dreading this and it was painless Second time this has happened",,app_bug,0.6812592393297136
F00897,2026-01-09,customer,review,21,,update - would be nice to actually get a response from the person i was matched with this was in z03,,needs_review,0.2608140283723133
F00899,2025-09-25,provider,review,19,,"Honestly, Nice enough but I didn't feel much had been done after ten hours my number is [PHONE]",PHONE,workmanship_quality,0.7097212496177969
F00900,2025-12-19,customer,review,21,,"Spent most of the visit on his phone, barely explained anything Second time this has happened I live near [POSTCODE]",POSTCODE,workmanship_quality,0.8685020464647072
F00901,2025-10-26,customer,review,16,,Asked for cash up front for the full job then said the rate had gone up,,price_dispute,0.7117416359066703
F00902,2025-11-07,customer,survey,18,,Update - Nobody got in touch after I filled in the form Been using the site since January,,provider_communication,0.927482124482738
F00903,2025-09-22,customer,survey,16,,"FYI Booked a morning slot, waited 40 minutes, nobody came. No explanation email me at [EMAIL]",EMAIL,provider_no_show,0.938383814943479
F00904,2025-11-25,customer,review,20,,"Honestly, Nice enough but I didn't feel much had been done after ten hours Been using the site since September",,workmanship_quality,0.7355141014043349
F00905,2025-11-01,provider,review,16,,"Hi, The availability calendar doesn't keep my changes after I close it Would appreciate a reply",,app_bug,0.9179536627849884
F00906,2026-01-20,provider,support,19,,"hi, bought 8 leads this month and only one picked up the phone been using the site since september",,lead_quality,0.8714568602037519
F00907,2026-01-22,customer,support,10,,"Feedback: Hidden fees for materials and disposal, not mentioned before",,price_dispute,0.8983425488176454
F00908,2025-09-12,customer,review,25,,"Not happy. Brilliant at talking me through the options, I was dreading this and it was painless Would appreciate a reply email me at [EMAIL]",EMAIL,app_bug,0.7384043005246097
F00909,2025-09-11,customer,support,19,,"Hi, Warning light on the boiler the whole time, was told to ignore it Second time this has happened",,safety_issue,0.8805486704593015
F00910,2026-01-04,customer,review,16,,Quoted one price then asked for more once the work started Second time this has happened,,price_dispute,0.9014373084840447
F00911,2026-01-06,customer,review,14,,"hi, spent most of the visit on his phone, barely explained anything not impressed",,workmanship_quality,0.9016366890018925
F00912,2025-12-06,customer,support,12,,Provider [NAME] didn't turn up for the first visit and never called,NAME,provider_no_show,0.8860192288893303
F00913,2026-01-19,provider,review,13,,"honestly, the availability calendar doesn't keep my changes after i close it thanks",,app_bug,0.8363877827903511
F00914,2026-01-10,customer,support,22,,"quick one: site left spotless and every connection checked, felt genuinely professional second time this has happened my number is [PHONE]",PHONE,needs_review,0.4602661238102147
F00916,2025-11-12,provider,support,14,,"my balance went down by 14 and i didn't buy anything, what happened thanks",,needs_review,0.49242419023297046
F00917,2026-01-30,provider,review,17,,"Quick one: Was promised my money back for the fake enquiry, 4 days later still waiting Cheers",,provider_no_show,0.7739637953955563
F00918,2025-10-30,customer,review,17,,so provider [NAME] didn't turn up for the first visit and never called this was in z24,NAME,provider_no_show,0.8886953067725885
F00919,2025-12-08,customer,review,14,,"Kept coming back for the same fault each week, no real progress at all",,workmanship_quality,0.9258840175888117
F00920,2025-10-18,customer,support,15,,The multi-day discount on the profile turned out not to exist email me at [EMAIL],EMAIL,needs_review,0.46182943220955264
F00921,2025-10-30,provider,support,14,,"Hi, Map view is blank on my phone since the last update Not impressed",,app_bug,0.8643947589843348
F00922,2025-10-01,provider,survey,16,,Just to say Bought 8 leads this month and only one picked up the phone Cheers,,lead_quality,0.9124802410900644
F00923,2025-12-19,customer,survey,19,,Nice enough but I didn't feel much had been done after ten hours Been using the site since December,,workmanship_quality,0.7296590169795092
F00924,2025-12-15,provider,review,17,,"Not happy. Charged for a lead I never accepted, please refund Been using the site since December",,credits_refund,0.9053840750672975
F00925,2025-10-19,customer,review,21,,"Hi, Would be nice to actually get a response from the person I was matched with my number is [PHONE]",PHONE,needs_review,0.3581728108991726
F00926,2026-01-29,provider,support,19,,"quick one: can't update my coverage zones, the save button is greyed out been using the site since january",,app_bug,0.8776489681614454
F00927,2025-10-23,provider,support,14,,So Provider bought my lead but never contacted me Second time this has happened,,provider_communication,0.9025108141438238
F00930,2026-01-03,customer,review,14,,"update - sent three messages, no reply for a week please sort it out",,provider_communication,0.894807642626524
F00931,2025-12-20,customer,review,17,,"Honestly, Spent most of the visit on his phone, barely explained anything Second time this has happened",,workmanship_quality,0.871241275713998
F00932,2026-01-13,customer,support,16,,"Not happy. Kept coming back for the same fault each week, no real progress at all",,workmanship_quality,0.8935854381455646
F00933,2025-12-17,customer,survey,16,,"explains things in a way that actually makes sense, worth every penny please sort it out",,workmanship_quality,0.918987813408549
F00934,2025-12-27,customer,survey,17,,"hi, got one text and then silence, no idea if i have a tradesperson or not thanks",,provider_communication,0.5358366420886281
F00935,2026-02-02,provider,support,19,,"so my balance went down by 9 and i didn't buy anything, what happened second time this has happened",,app_bug,0.5106855236680612
F00936,2026-02-24,provider,review,15,,"Honestly, Left me waiting at the property in Z29 all morning, no message nothing Thanks",,provider_no_show,0.6108408824766702
F00937,2025-09-15,provider,survey,12,,FYI Uploaded a new profile photo and it shows sideways Otherwise fine,,app_bug,0.708068559850111
F00938,2025-11-29,customer,support,13,,"Warning light on the boiler the whole time, was told to ignore it",,safety_issue,0.9375445626535102
F00939,2025-12-17,customer,support,19,,"honestly, asked for cash up front for the full job then said the rate had gone up otherwise fine",,price_dispute,0.7364369873321477
F00940,2026-02-20,customer,survey,16,,"just to say hidden fees for materials and disposal, not mentioned before this was in z08",,price_dispute,0.8153153305434273
F00941,2025-12-29,provider,review,17,,"Quick one: Can't update my coverage zones, the save button is greyed out Would appreciate a reply",,app_bug,0.9658487121659698
F00942,2025-11-17,customer,support,20,,"Update - Two appointments in a row moved at the last minute, I've lost a week This was in Z05",,app_bug,0.5508113349285602
F00944,2025-09-22,provider,support,20,,"hi, the customer was actually two counties away, the address must have been typed wrong second time this has happened",,lead_quality,0.597224834487391
F00945,2025-10-07,provider,support,13,,Two refunds approved by email but nothing showing in the account Not impressed,,credits_refund,0.9481345699488682
F00946,2025-12-05,provider,support,19,,"The customer was actually two counties away, the address must have been typed wrong Second time this has happened",,lead_quality,0.6251168986999853
F00947,2025-10-30,provider,support,19,,quick one: bought 10 leads this month and only one picked up the phone second time this has happened,,lead_quality,0.8441120353524725
F00948,2026-02-11,provider,support,18,,"Quick one: Requested a refund for a dead lead 2 weeks ago, still nothing Please sort it out",,lead_quality,0.763437803501736
F00949,2025-09-23,customer,support,17,,"honestly, asked for cash up front for the full job then said the rate had gone up",,price_dispute,0.7171572227031587
F00950,2026-02-14,customer,review,20,,"Every visit had a clear plan and a recap at the end, finished in 5 days This was in Z03",,workmanship_quality,0.912371971637482
F00951,2026-01-20,provider,review,18,,Not happy. Bought 4 leads this month and only one picked up the phone This was in Z01,,lead_quality,0.884232670752968
F00953,2025-11-20,customer,review,22,,"Quick one: Every visit had a clear plan and a recap at the end, finished in 11 days Please sort it out",,workmanship_quality,0.8723477219782589
F00954,2025-09-08,customer,survey,19,,"Just to say Really thorough, explained the whole job clearly and finished ahead of time! Please sort it out",,workmanship_quality,0.8877905788815139
F00955,2025-10-23,provider,review,23,,Not happy. Top up went through on my card but the balance didn't change Would appreciate a reply my number is [PHONE],PHONE,credits_refund,0.5634531582912243
F00956,2025-12-06,provider,survey,14,,"Hi, Uploaded a new profile photo and it shows sideways Please sort it out",,app_bug,0.7338716412552626
F00958,2025-10-31,customer,review,15,,"Update - Explains things in a way that actually makes sense, worth every penny Thanks",,workmanship_quality,0.9253761847470668
F00959,2026-01-09,provider,support,17,,"Hi, Customers keep saying they already found someone by the time I call Would appreciate a reply",,lead_quality,0.8713561599211032
F00960,2025-11-09,customer,survey,24,,"Kept coming back for the same fault each week, no real progress at all Second time this has happened my number is [PHONE]",PHONE,workmanship_quality,0.8503661567135695
F00962,2025-12-16,customer,survey,15,,"not happy. really thorough, explained the whole job clearly and finished ahead of time! thanks",,workmanship_quality,0.8999219744406675
F00963,2026-02-10,customer,support,13,,"so still waiting for someone to call me back, it's been 2 days",,provider_communication,0.6108813349133333
F00964,2025-12-24,provider,support,15,,Map view is blank on my phone since the last update This was in Z05,,app_bug,0.8086583024722648
F00965,2025-10-05,provider,support,17,,"Quick one: Lead was from Z22 which I don't even cover, why was it sent to me",,lead_quality,0.9402989424507427
F00966,2025-11-17,provider,review,19,,"fyi login loop on android, keeps sending me back to the start screen thanks my number is [PHONE]",PHONE,app_bug,0.8002969731559278
F00967,2025-12-08,customer,survey,22,,"every visit had a clear plan and a recap at the end, finished in 6 days been using the site since september",,workmanship_quality,0.9211889597915706
F00968,2025-09-25,provider,review,16,,"Login loop on Android, keeps sending me back to the start screen This was in Z06",,app_bug,0.7613860352947447
F00969,2025-12-12,provider,support,18,,"update - login loop on android, keeps sending me back to the start screen would appreciate a reply",,app_bug,0.9169492813509069
F00971,2026-02-13,provider,review,17,,"Not happy. Credits not refunded after the customer cancelled, support not replying my number is [PHONE]",PHONE,credits_refund,0.9140073892754594
F00972,2026-01-13,customer,review,14,,Just to say Nobody got in touch after I filled in the form Cheers,,provider_communication,0.9296860600574424
F00973,2025-09-26,customer,review,13,,Nice enough but I didn't feel much had been done after ten hours,,workmanship_quality,0.738518414758125
F00974,2026-01-31,provider,review,21,,"honestly, third enquiry this week where the person says they never filled anything in otherwise fine my number is [PHONE]",PHONE,lead_quality,0.5918101710766167
F00976,2025-11-15,provider,survey,10,,fyi notifications arrive hours late so i miss leads thanks,,provider_no_show,0.8367645773641369
F00977,2025-09-25,customer,support,10,,Provider bought my lead but never contacted me Otherwise fine,,provider_communication,0.9376951452681347
F00978,2026-01-23,provider,support,13,,"hi, notifications arrive hours late so i miss leads this was in z28",,provider_no_show,0.8362686066565197
F00979,2026-01-17,provider,review,19,,"Just to say Credits not refunded after the customer cancelled, support not replying Thanks I live near [POSTCODE]",POSTCODE,credits_refund,0.9071123922458175
F00980,2025-12-09,provider,review,20,,"quick one: someone wanting an installation sent to me, i only do repairs, that's on you would appreciate a reply",,lead_quality,0.8849943056916616
F00981,2026-01-23,provider,survey,15,,"Quick one: Charged for a lead I never accepted, please refund This was in Z25",,credits_refund,0.8892653180476139
F00983,2025-10-25,customer,review,12,,"Hi, Spent most of the visit on his phone, barely explained anything",,workmanship_quality,0.9308982931434764
F00984,2025-09-14,customer,support,15,,"Quick one: Felt rushed, didn't finish the sealing properly before leaving Please sort it out",,workmanship_quality,0.8112275346127016
F00985,2025-11-27,provider,support,14,,"hi, can't update my coverage zones, the save button is greyed out not impressed",,app_bug,0.9387195780709624
F00986,2026-02-08,provider,survey,16,,"getting enquiries from people who want work in three months, not now this was in z17",,needs_review,0.3588787056882174
F00987,2026-01-07,provider,review,19,,"Just to say No dust sheets, no mask, debris left all over a room with a baby in it",,safety_issue,0.9542723062238225
F00990,2025-10-12,customer,support,15,,"expensive compared to what was advertised, felt misled otherwise fine my number is [PHONE]",PHONE,needs_review,0.38808034681350506
F00991,2026-01-23,provider,review,17,,"feedback: can't update my coverage zones, the save button is greyed out second time this has happened",,app_bug,0.9545847594589212
F00992,2025-12-25,customer,review,13,,"FYI Sent three messages, no reply for a week Would appreciate a reply",,provider_communication,0.8919817369837191
F00993,2026-02-03,customer,review,18,,"So No dust sheets, no mask, debris left all over a room with a baby in it Thanks",,safety_issue,0.9470189738301271
F00995,2025-12-05,customer,survey,14,,Not happy. Provider [NAME] didn't turn up for the first visit and never called,NAME,provider_no_show,0.8453641706418894
F00996,2026-01-12,customer,support,18,,"not happy. two appointments in a row moved at the last minute, i've lost a week not impressed",,app_bug,0.6543081737532436
